id;school;sex;age;address;famsize;Pstatus;Medu;Fedu;Mjob;Fjob;reason;guardian;traveltime;studytime;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;health;absences;G1;G2;G3
"por161";"GP";"F";15;"U";"GT3";"T";1;2;"at_home";"services";"course";"father";1;2;0;"no";"no";"no";"no";"no";"yes";"no";"yes";2;3;4;2;4;1;6;"11";"11";11
"por162";"GP";"M";16;"U";"GT3";"T";4;4;"teacher";"teacher";"course";"mother";1;1;0;"no";"yes";"no";"no";"yes";"no";"yes";"yes";3;3;2;2;1;5;16;"9";"9";8
"por163";"GP";"M";15;"U";"LE3";"A";2;1;"services";"other";"course";"mother";4;1;0;"no";"no";"no";"no";"yes";"yes";"yes";"no";4;5;5;2;5;5;0;"12";"11";11
"por164";"GP";"M";18;"U";"LE3";"T";1;1;"other";"other";"course";"mother";1;1;2;"no";"no";"no";"no";"yes";"no";"yes";"yes";2;3;5;2;5;4;0;"11";"9";0
"por165";"GP";"M";16;"U";"LE3";"T";2;1;"at_home";"other";"course";"mother";1;1;1;"no";"no";"no";"yes";"yes";"yes";"no";"yes";4;4;4;3;5;5;6;"9";"10";10
"por166";"GP";"F";15;"R";"GT3";"T";3;3;"services";"services";"reputation";"other";2;3;0;"no";"yes";"yes";"yes";"yes";"yes";"yes";"yes";4;2;1;2;3;3;2;"13";"13";13
"por167";"GP";"M";19;"U";"GT3";"T";3;2;"services";"at_home";"home";"mother";1;1;0;"no";"yes";"no";"no";"yes";"no";"yes";"yes";4;5;4;1;1;4;6;"11";"9";11
"por168";"GP";"F";17;"U";"GT3";"T";4;4;"other";"teacher";"course";"mother";1;1;0;"yes";"yes";"no";"no";"yes";"yes";"no";"yes";4;2;1;1;1;4;0;"13";"13";13
"por169";"GP";"M";15;"R";"GT3";"T";2;3;"at_home";"services";"course";"mother";1;2;0;"yes";"no";"yes";"yes";"yes";"yes";"no";"no";4;4;4;1;1;1;0;"7";"8";8
"por170";"GP";"M";17;"R";"LE3";"T";1;2;"other";"other";"reputation";"mother";1;1;3;"no";"no";"no";"no";"yes";"yes";"no";"no";2;2;2;3;3;5;14;"9";"8";10
"por171";"GP";"F";18;"R";"GT3";"T";1;1;"at_home";"other";"course";"mother";3;1;3;"no";"yes";"no";"yes";"no";"yes";"no";"no";5;2;5;1;5;4;6;"11";"10";11
"por172";"GP";"M";16;"R";"GT3";"T";2;2;"at_home";"other";"course";"mother";3;1;0;"no";"no";"no";"no";"no";"yes";"no";"no";4;2;2;1;2;3;4;"12";"10";11
"por173";"GP";"M";16;"U";"GT3";"T";3;3;"other";"services";"course";"father";1;2;1;"no";"yes";"no";"no";"yes";"yes";"yes";"yes";4;5;5;4;4;5;0;"10";"10";1
"por174";"GP";"M";16;"U";"LE3";"T";1;2;"health";"services";"course";"mother";2;1;2;"no";"no";"no";"no";"no";"yes";"yes";"no";4;4;5;3;5;5;0;"9";"8";10
"por175";"GP";"M";17;"R";"LE3";"T";2;1;"at_home";"other";"course";"mother";2;1;1;"no";"no";"yes";"yes";"yes";"no";"yes";"yes";3;3;2;2;2;5;8;"8";"8";9
"por176";"GP";"M";17;"R";"GT3";"T";3;2;"other";"other";"course";"mother";2;2;2;"yes";"yes";"no";"no";"yes";"yes";"yes";"yes";4;4;4;1;4;3;4;"7";"6";8
"por177";"GP";"M";15;"U";"LE3";"T";1;2;"other";"other";"course";"mother";2;1;0;"no";"no";"no";"yes";"yes";"yes";"no";"no";4;4;4;2;4;5;2;"8";"9";10
"por178";"GP";"M";16;"U";"GT3";"T";1;3;"at_home";"services";"course";"father";1;1;1;"no";"no";"no";"no";"yes";"no";"yes";"no";5;3;3;1;4;2;2;"9";"8";8
"por179";"GP";"M";17;"R";"LE3";"T";1;1;"other";"services";"course";"mother";4;2;0;"no";"no";"no";"yes";"yes";"no";"no";"yes";5;3;5;1;5;5;0;"8";"8";8
"por180";"GP";"M";17;"U";"GT3";"T";3;2;"services";"services";"course";"mother";2;1;3;"no";"yes";"no";"yes";"no";"no";"no";"no";4;5;2;1;1;2;10;"8";"7";8
"por181";"GP";"M";16;"U";"GT3";"T";2;2;"other";"other";"course";"father";1;2;0;"no";"no";"no";"no";"yes";"no";"yes";"no";4;3;5;2;4;4;0;"9";"10";11
"por182";"GP";"F";16;"U";"GT3";"T";4;2;"health";"services";"home";"father";1;2;0;"no";"no";"no";"no";"yes";"yes";"yes";"yes";4;2;3;1;1;3;0;"17";"17";18
"por183";"GP";"F";16;"U";"GT3";"T";2;2;"other";"other";"home";"mother";1;2;0;"no";"yes";"no";"no";"no";"yes";"yes";"no";5;1;5;1;1;4;0;"12";"12";13
"por184";"GP";"F";16;"U";"GT3";"T";4;4;"health";"health";"reputation";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"yes";4;4;2;1;1;3;0;"16";"16";17
"por185";"GP";"M";16;"U";"GT3";"T";3;4;"other";"other";"course";"father";3;1;1;"no";"yes";"no";"yes";"no";"yes";"yes";"no";3;4;5;2;4;2;4;"9";"9";10
"por186";"GP";"M";16;"U";"GT3";"T";1;0;"other";"other";"reputation";"mother";2;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";4;3;2;1;1;3;0;"16";"17";18
"por187";"GP";"M";17;"U";"LE3";"T";4;4;"teacher";"other";"reputation";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;4;4;1;3;5;0;"11";"9";10
"por188";"GP";"F";16;"U";"GT3";"T";1;3;"at_home";"services";"home";"mother";1;2;0;"no";"no";"no";"yes";"no";"yes";"yes";"yes";4;3;5;1;1;3;0;"14";"13";13
"por189";"GP";"F";16;"U";"LE3";"T";3;3;"other";"other";"reputation";"mother";2;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;4;5;1;1;4;0;"14";"14";15
"por190";"GP";"M";17;"U";"LE3";"T";4;3;"teacher";"other";"course";"mother";2;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"no";4;4;4;4;4;4;0;"10";"11";11
"por191";"GP";"F";16;"U";"GT3";"T";2;2;"services";"other";"reputation";"mother";2;2;0;"no";"no";"no";"yes";"no";"yes";"yes";"no";3;4;4;1;4;5;0;"13";"12";14
"por192";"GP";"M";17;"U";"GT3";"T";3;3;"other";"other";"reputation";"father";1;2;0;"no";"no";"no";"yes";"no";"yes";"yes";"no";4;3;4;1;4;4;4;"11";"9";10
"por193";"GP";"M";16;"R";"GT3";"T";4;2;"teacher";"services";"other";"mother";1;1;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";4;3;3;3;4;3;8;"10";"9";11
"por194";"GP";"M";17;"U";"GT3";"T";4;3;"other";"other";"course";"mother";1;2;0;"no";"yes";"yes";"yes";"yes";"yes";"yes";"yes";5;2;3;1;1;2;4;"11";"11";13
"por195";"GP";"M";16;"U";"GT3";"T";4;3;"teacher";"other";"home";"mother";1;2;0;"no";"yes";"yes";"yes";"yes";"yes";"yes";"no";3;4;3;2;3;3;4;"11";"10";11
"por196";"GP";"M";16;"U";"GT3";"T";3;3;"services";"other";"home";"mother";1;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";4;2;3;1;2;3;0;"11";"12";13
"por197";"GP";"F";17;"U";"GT3";"T";2;4;"services";"services";"reputation";"father";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"no";"no";5;4;2;2;3;5;0;"17";"18";17
"por198";"GP";"F";17;"U";"LE3";"T";3;3;"other";"other";"reputation";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";5;3;3;2;3;1;32;"14";"13";14
"por199";"GP";"F";16;"U";"GT3";"T";3;2;"other";"other";"reputation";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";1;2;2;1;2;1;8;"14";"15";16
"por200";"GP";"M";17;"U";"GT3";"T";3;3;"services";"services";"other";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";4;3;4;2;3;4;6;"11";"13";14
"por201";"GP";"M";16;"U";"GT3";"T";1;2;"services";"services";"other";"mother";1;1;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";3;3;3;1;2;3;0;"10";"9";11
"por202";"GP";"M";16;"U";"LE3";"T";2;1;"other";"other";"course";"mother";1;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";4;2;3;1;2;5;0;"13";"14";16
"por203";"GP";"F";17;"U";"GT3";"A";3;3;"health";"other";"reputation";"mother";1;2;0;"no";"yes";"no";"no";"no";"yes";"yes";"yes";3;3;3;1;3;3;10;"12";"13";14
"por204";"GP";"M";17;"R";"GT3";"T";1;2;"at_home";"other";"home";"mother";1;2;0;"no";"no";"no";"no";"yes";"yes";"no";"no";3;1;3;1;5;3;6;"9";"9";10
"por205";"GP";"F";16;"U";"GT3";"T";2;3;"services";"services";"course";"mother";1;2;0;"no";"no";"no";"no";"yes";"yes";"yes";"no";4;3;3;1;1;2;6;"12";"12";13
"por206";"GP";"F";17;"U";"GT3";"T";1;1;"at_home";"services";"course";"mother";1;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"no";5;3;3;1;1;3;0;"12";"11";12
"por207";"GP";"M";17;"U";"GT3";"T";1;2;"at_home";"services";"other";"other";2;2;0;"no";"no";"no";"yes";"no";"yes";"yes";"no";4;4;4;4;5;5;16;"10";"11";12
"por208";"GP";"M";16;"R";"GT3";"T";3;3;"services";"services";"reputation";"mother";1;1;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;2;3;4;5;0;"11";"10";10
"por209";"GP";"M";16;"U";"GT3";"T";2;3;"other";"other";"home";"father";2;1;0;"no";"no";"no";"no";"yes";"yes";"yes";"no";5;3;3;1;1;3;0;"13";"12";12
"por210";"GP";"F";17;"U";"LE3";"T";2;4;"services";"services";"course";"father";1;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";4;3;2;1;1;5;8;"14";"15";16
"por211";"GP";"M";17;"U";"GT3";"T";4;4;"services";"teacher";"home";"mother";1;1;0;"no";"no";"no";"no";"yes";"yes";"yes";"no";5;2;3;1;2;5;4;"13";"13";14
"por212";"GP";"M";16;"R";"LE3";"T";3;3;"teacher";"other";"home";"father";3;1;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";3;3;4;3;5;3;16;"10";"11";12
"por213";"GP";"F";17;"U";"GT3";"T";4;4;"services";"teacher";"home";"mother";2;1;1;"no";"yes";"no";"no";"yes";"yes";"yes";"no";4;2;4;2;3;2;30;"14";"15";16
"por214";"GP";"F";16;"U";"LE3";"T";4;4;"teacher";"teacher";"reputation";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";4;5;2;1;2;3;0;"11";"10";11
"por215";"GP";"F";16;"U";"GT3";"T";4;3;"health";"other";"home";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;5;1;5;2;2;"14";"14";15
"por216";"GP";"F";16;"U";"GT3";"T";2;3;"other";"other";"reputation";"mother";1;2;0;"yes";"yes";"no";"yes";"yes";"yes";"no";"no";4;4;3;1;3;4;4;"11";"12";12
"por217";"GP";"F";17;"U";"GT3";"T";1;1;"other";"other";"course";"mother";1;2;0;"no";"yes";"no";"no";"no";"yes";"no";"no";4;4;4;1;3;1;0;"14";"15";15
"por218";"GP";"F";17;"R";"GT3";"T";2;2;"other";"other";"reputation";"mother";1;1;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";5;3;2;1;2;3;21;"13";"13";13
"por219";"GP";"F";16;"R";"GT3";"T";2;2;"services";"services";"reputation";"mother";2;4;0;"no";"yes";"no";"yes";"no";"yes";"yes";"no";5;3;5;1;1;5;6;"13";"13";13
"por220";"GP";"F";17;"U";"GT3";"T";3;4;"at_home";"services";"home";"mother";1;3;1;"no";"yes";"yes";"no";"yes";"yes";"yes";"yes";4;4;3;3;4;5;14;"8";"9";8
"por221";"GP";"F";16;"U";"GT3";"A";3;1;"services";"other";"course";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";2;3;3;2;2;4;2;"11";"11";12
"por222";"GP";"F";16;"U";"GT3";"T";4;3;"teacher";"other";"other";"mother";1;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";1;3;2;1;1;1;4;"14";"15";15
"por223";"GP";"F";16;"U";"GT3";"T";1;1;"at_home";"other";"home";"mother";2;1;0;"no";"yes";"no";"no";"yes";"yes";"no";"no";4;3;2;1;4;5;2;"12";"13";13
"por224";"GP";"F";17;"R";"GT3";"T";4;3;"teacher";"other";"reputation";"mother";2;3;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";4;4;2;1;1;4;0;"11";"12";12
"por225";"GP";"F";19;"U";"GT3";"T";3;3;"other";"other";"reputation";"other";1;4;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;3;1;2;3;4;"12";"12";12
"por226";"GP";"M";17;"U";"LE3";"T";4;4;"services";"other";"home";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"yes";5;3;5;4;5;3;15;"13";"12";12
"por227";"GP";"F";16;"U";"GT3";"A";2;2;"other";"other";"reputation";"mother";1;2;0;"yes";"yes";"no";"no";"yes";"yes";"yes";"no";3;3;4;1;1;4;0;"13";"13";13
"por228";"GP";"M";18;"U";"GT3";"T";2;2;"services";"other";"home";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;4;4;2;4;5;10;"12";"11";11
"por229";"GP";"F";17;"R";"LE3";"T";4;4;"services";"other";"other";"mother";1;1;0;"no";"yes";"no";"no";"yes";"yes";"no";"no";5;2;1;1;2;3;6;"12";"11";11
"por230";"GP";"F";17;"U";"LE3";"T";3;2;"other";"other";"reputation";"mother";2;2;0;"no";"no";"no";"no";"yes";"yes";"yes";"no";4;4;4;1;3;1;2;"14";"16";15
"por231";"GP";"F";17;"U";"GT3";"T";4;3;"other";"other";"reputation";"mother";1;2;0;"no";"no";"no";"no";"yes";"yes";"yes";"yes";3;4;5;2;4;1;16;"11";"9";10
"por232";"GP";"M";18;"U";"LE3";"T";3;3;"services";"health";"home";"father";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";3;2;4;2;4;4;10;"10";"10";10
"por233";"GP";"F";17;"U";"GT3";"T";2;3;"at_home";"other";"home";"father";2;1;0;"no";"yes";"no";"no";"yes";"yes";"no";"no";3;3;3;1;4;3;4;"12";"13";13
"por234";"GP";"F";17;"U";"GT3";"T";2;2;"at_home";"at_home";"course";"mother";1;3;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;3;1;1;4;0;"12";"12";13
"por235";"GP";"F";17;"R";"GT3";"T";2;1;"at_home";"services";"reputation";"mother";2;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;2;5;1;2;5;0;"11";"10";11
"por236";"GP";"F";17;"U";"GT3";"T";1;1;"at_home";"other";"reputation";"mother";1;3;0;"no";"yes";"no";"yes";"yes";"yes";"no";"yes";4;3;4;1;1;5;12;"12";"12";12
"por237";"GP";"F";16;"U";"GT3";"T";2;3;"services";"teacher";"other";"mother";1;2;0;"yes";"no";"no";"no";"yes";"yes";"yes";"no";2;3;1;1;1;3;0;"13";"13";14
"por238";"GP";"M";18;"U";"GT3";"T";2;2;"other";"other";"home";"mother";2;2;3;"no";"yes";"yes";"no";"yes";"yes";"yes";"no";3;3;3;5;5;4;9;"10";"9";10
"por239";"GP";"F";16;"U";"GT3";"T";4;4;"teacher";"services";"home";"mother";1;3;0;"no";"yes";"no";"yes";"no";"yes";"yes";"no";5;3;2;1;1;5;4;"15";"16";16
"por240";"GP";"F";18;"R";"GT3";"T";3;1;"other";"other";"reputation";"mother";1;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";5;3;3;1;1;4;4;"8";"8";8
"por241";"GP";"F";17;"U";"GT3";"T";3;2;"other";"other";"course";"mother";1;2;0;"no";"no";"no";"yes";"no";"yes";"yes";"no";5;3;4;1;3;3;2;"17";"18";17
"por242";"GP";"M";17;"U";"LE3";"T";2;3;"services";"services";"reputation";"father";1;2;0;"no";"yes";"no";"no";"no";"yes";"yes";"no";5;3;3;1;3;3;0;"10";"11";11
"por243";"GP";"M";18;"U";"LE3";"T";2;1;"at_home";"other";"course";"mother";4;2;0;"yes";"yes";"no";"yes";"yes";"yes";"yes";"yes";4;3;2;4;5;3;2;"9";"10";11
"por244";"GP";"F";17;"U";"GT3";"A";2;1;"other";"other";"course";"mother";2;3;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";3;2;3;1;2;3;0;"15";"15";16
"por245";"GP";"F";17;"U";"LE3";"T";4;3;"health";"other";"reputation";"father";1;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";3;2;3;1;2;3;0;"14";"12";12
"por246";"GP";"M";17;"R";"GT3";"T";2;2;"other";"other";"course";"father";2;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;5;2;1;1;1;0;"12";"13";13
"por247";"GP";"M";17;"U";"GT3";"T";4;4;"teacher";"teacher";"reputation";"mother";1;2;0;"yes";"yes";"no";"yes";"yes";"yes";"yes";"yes";4;5;5;1;3;2;0;"13";"13";13
"por248";"GP";"M";16;"U";"GT3";"T";4;4;"health";"other";"reputation";"father";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;2;4;2;4;1;0;"13";"13";14
"por249";"GP";"M";16;"U";"LE3";"T";1;1;"other";"other";"home";"mother";2;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";3;4;2;1;1;5;2;"9";"9";9
"por250";"GP";"M";16;"U";"GT3";"T";3;2;"at_home";"other";"reputation";"mother";2;3;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";5;3;3;1;3;2;0;"12";"12";12
"por251";"GP";"M";17;"U";"LE3";"T";2;2;"other";"other";"home";"father";1;2;0;"no";"no";"no";"yes";"no";"yes";"yes";"yes";4;4;2;5;5;4;0;"16";"16";16
"por252";"GP";"F";16;"U";"GT3";"T";2;1;"other";"other";"home";"mother";1;1;0;"no";"no";"no";"no";"yes";"yes";"yes";"yes";4;5;2;1;1;5;4;"9";"10";10
"por253";"GP";"F";16;"U";"GT3";"A";4;1;"other";"other";"home";"mother";1;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";5;3;3;1;2;5;0;"14";"13";13
"por254";"GP";"F";18;"U";"LE3";"A";2;4;"services";"other";"course";"mother";2;2;1;"no";"yes";"no";"no";"yes";"yes";"yes";"no";4;3;3;1;1;3;18;"10";"10";10
"por255";"GP";"F";18;"U";"LE3";"T";2;2;"at_home";"services";"course";"mother";1;2;1;"no";"yes";"no";"no";"no";"yes";"yes";"yes";5;3;1;1;1;5;16;"9";"8";10
"por256";"GP";"F";18;"U";"GT3";"T";3;3;"other";"other";"course";"mother";2;1;1;"no";"no";"no";"no";"yes";"no";"yes";"no";4;1;1;1;1;3;14;"8";"7";7
"por257";"GP";"M";18;"U";"GT3";"T";2;2;"other";"at_home";"course";"other";1;1;1;"no";"yes";"no";"yes";"no";"no";"yes";"yes";4;4;3;2;2;1;26;"7";"8";8
"por258";"GP";"M";17;"U";"GT3";"T";4;4;"teacher";"teacher";"course";"mother";1;1;0;"no";"yes";"no";"yes";"no";"yes";"yes";"no";4;2;1;1;2;5;6;"10";"8";9
"por259";"GP";"F";17;"U";"GT3";"T";3;2;"other";"other";"course";"father";1;2;0;"no";"no";"no";"yes";"yes";"yes";"no";"no";5;4;2;1;1;3;4;"14";"14";15
"por260";"GP";"F";17;"U";"LE3";"T";1;1;"at_home";"at_home";"course";"mother";1;3;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"yes";4;3;2;1;2;4;10;"11";"10";10
"por261";"GP";"F";16;"U";"GT3";"T";1;2;"other";"other";"course";"mother";1;1;0;"no";"no";"no";"no";"yes";"no";"yes";"no";5;3;5;1;2;5;4;"12";"11";11
"por262";"GP";"F";17;"R";"GT3";"T";2;1;"at_home";"services";"course";"mother";3;2;0;"no";"no";"no";"yes";"yes";"yes";"no";"no";2;1;1;1;1;3;2;"13";"13";13
"por263";"GP";"F";17;"R";"LE3";"A";1;4;"other";"other";"course";"other";4;1;1;"no";"yes";"no";"no";"yes";"yes";"yes";"no";5;5;4;1;1;5;14;"9";"9";8
"por264";"GP";"M";18;"U";"GT3";"T";2;2;"other";"services";"reputation";"father";1;2;0;"no";"no";"no";"no";"yes";"no";"yes";"no";5;5;4;3;5;2;16;"8";"7";8
"por265";"GP";"F";17;"U";"LE3";"A";2;2;"other";"other";"home";"mother";1;1;1;"no";"yes";"no";"no";"no";"no";"yes";"no";3;1;2;1;1;1;8;"11";"9";10
"por266";"GP";"F";17;"R";"LE3";"T";1;1;"at_home";"other";"course";"mother";2;3;0;"no";"no";"no";"yes";"yes";"yes";"yes";"no";4;3;3;1;3;5;4;"15";"14";15
"por267";"GP";"F";17;"U";"LE3";"A";4;2;"teacher";"other";"course";"mother";1;2;0;"no";"yes";"no";"yes";"yes";"yes";"no";"no";4;3;2;1;1;4;4;"15";"14";14
"por268";"GP";"M";17;"U";"LE3";"T";4;3;"health";"other";"course";"mother";2;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";2;5;5;1;4;5;8;"15";"15";15
"por269";"GP";"M";17;"R";"LE3";"A";4;4;"teacher";"other";"course";"mother";2;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";3;3;3;2;3;4;0;"12";"12";12
"por270";"GP";"M";16;"U";"LE3";"T";4;3;"teacher";"other";"course";"mother";1;1;0;"no";"no";"no";"yes";"no";"yes";"yes";"no";5;4;5;1;1;3;7;"14";"14";15
"por271";"GP";"M";16;"U";"GT3";"T";4;4;"services";"services";"course";"mother";1;1;0;"no";"no";"yes";"yes";"yes";"yes";"yes";"no";5;3;2;1;2;5;4;"14";"15";15
"por272";"GP";"F";17;"U";"GT3";"T";4;4;"teacher";"services";"course";"mother";1;2;0;"no";"yes";"yes";"no";"yes";"yes";"yes";"yes";5;3;1;1;4;5;2;"11";"11";12
"por273";"GP";"M";17;"R";"GT3";"T";1;1;"other";"other";"home";"father";2;3;0;"no";"no";"no";"no";"no";"yes";"yes";"yes";4;3;3;1;1;1;2;"13";"14";15
"por274";"GP";"F";17;"U";"GT3";"T";3;3;"services";"other";"home";"mother";2;3;0;"no";"yes";"no";"no";"yes";"yes";"yes";"yes";4;2;2;2;3;5;10;"11";"11";11
"por275";"GP";"F";17;"U";"GT3";"T";1;1;"at_home";"other";"course";"mother";1;2;0;"yes";"no";"no";"no";"no";"yes";"no";"yes";4;3;2;1;1;4;10;"10";"9";10
"por276";"GP";"F";18;"U";"GT3";"T";2;1;"other";"other";"course";"other";2;3;0;"no";"yes";"no";"no";"no";"yes";"yes";"yes";4;4;4;1;1;3;10;"12";"10";11
"por277";"GP";"M";16;"U";"GT3";"T";2;1;"other";"other";"course";"mother";3;1;0;"no";"no";"no";"no";"yes";"yes";"yes";"no";4;3;3;1;1;4;7;"15";"16";16
"por278";"GP";"F";17;"U";"GT3";"T";1;1;"other";"services";"course";"father";1;2;0;"no";"yes";"no";"no";"yes";"yes";"no";"no";4;3;4;1;2;5;4;"11";"10";11
"por279";"GP";"M";17;"U";"GT3";"T";2;3;"other";"other";"course";"father";2;1;0;"no";"no";"no";"no";"yes";"yes";"yes";"no";5;2;2;1;1;2;2;"9";"12";13
"por280";"GP";"M";22;"U";"GT3";"T";3;1;"services";"services";"other";"mother";1;1;3;"no";"no";"no";"no";"no";"no";"yes";"yes";5;4;5;5;5;1;12;"7";"8";5
"por281";"GP";"M";18;"R";"LE3";"T";3;3;"other";"services";"course";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"yes";4;3;3;1;3;5;8;"10";"9";10
"por282";"GP";"M";16;"U";"GT3";"T";0;2;"other";"other";"other";"mother";1;1;0;"no";"no";"no";"no";"no";"yes";"yes";"no";4;3;2;2;4;5;0;"11";"12";11
"por283";"GP";"M";18;"U";"GT3";"T";3;2;"services";"other";"course";"mother";2;1;0;"no";"no";"no";"no";"yes";"no";"yes";"no";4;4;5;2;4;5;8;"7";"8";7
"por284";"GP";"M";16;"U";"GT3";"T";3;3;"at_home";"other";"reputation";"other";3;2;1;"yes";"yes";"no";"no";"no";"yes";"yes";"no";5;3;3;1;3;2;4;"9";"11";10
"por285";"GP";"M";18;"U";"GT3";"T";2;1;"services";"services";"other";"mother";1;1;2;"no";"no";"no";"no";"no";"no";"yes";"no";3;2;5;2;5;5;4;"7";"8";6
"por286";"GP";"M";16;"R";"GT3";"T";2;1;"other";"other";"course";"mother";2;1;0;"no";"no";"no";"yes";"no";"yes";"no";"no";3;3;2;1;3;3;2;"14";"13";12
"por287";"GP";"M";17;"R";"GT3";"T";2;1;"other";"other";"course";"mother";1;1;0;"no";"no";"no";"no";"no";"yes";"yes";"no";4;4;2;2;4;5;0;"12";"12";13
"por288";"GP";"M";17;"U";"LE3";"T";1;1;"health";"other";"course";"mother";2;1;1;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;4;4;1;2;5;0;"9";"10";10
"por289";"GP";"F";18;"U";"LE3";"A";2;1;"other";"other";"course";"mother";1;2;0;"no";"yes";"no";"no";"no";"yes";"yes";"yes";4;3;4;1;3;5;2;"12";"12";13
"por290";"GP";"F";17;"U";"LE3";"T";4;2;"teacher";"services";"reputation";"mother";1;4;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;2;3;1;1;4;2;"14";"15";17
"por291";"GP";"F";19;"U";"GT3";"T";2;2;"services";"services";"home";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";4;3;3;1;1;5;0;"10";"10";11
"por292";"GP";"M";18;"U";"LE3";"T";2;1;"services";"other";"course";"mother";3;2;1;"no";"no";"no";"yes";"no";"no";"yes";"no";4;4;5;4;4;5;4;"11";"10";11
"por293";"GP";"F";17;"R";"GT3";"T";4;2;"other";"other";"course";"mother";1;3;0;"no";"yes";"no";"yes";"yes";"yes";"yes";"no";4;3;4;1;3;5;2;"11";"12";14
"por294";"GP";"F";18;"U";"LE3";"T";1;1;"other";"at_home";"home";"mother";1;3;0;"no";"yes";"no";"no";"no";"yes";"no";"no";4;4;3;2;3;3;4;"11";"12";14
"por295";"GP";"F";18;"R";"GT3";"T";2;2;"other";"other";"home";"mother";1;2;0;"yes";"no";"no";"no";"yes";"yes";"no";"no";3;2;3;1;1;5;4;"11";"11";13
"por296";"GP";"M";19;"U";"LE3";"A";4;3;"services";"at_home";"reputation";"mother";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"no";4;3;1;1;1;1;4;"11";"13";14
"por297";"GP";"M";18;"U";"GT3";"T";2;1;"other";"other";"home";"mother";1;2;0;"no";"no";"no";"yes";"yes";"yes";"yes";"no";5;2;4;1;2;4;2;"16";"16";16
"por298";"GP";"M";17;"R";"GT3";"T";2;2;"other";"services";"other";"mother";2;1;0;"no";"no";"no";"no";"no";"no";"no";"no";5;2;2;1;1;4;0;"9";"10";10
"por299";"GP";"F";17;"U";"LE3";"T";2;2;"services";"services";"course";"father";1;4;0;"no";"no";"no";"yes";"yes";"yes";"yes";"yes";3;4;1;1;1;2;2;"10";"11";12
"por300";"GP";"F";20;"R";"GT3";"T";2;1;"other";"other";"course";"other";2;2;0;"no";"yes";"yes";"yes";"yes";"no";"yes";"yes";1;2;3;1;2;2;8;"10";"12";12
"por301";"GP";"F";18;"U";"GT3";"T";4;3;"services";"other";"home";"father";1;2;0;"no";"yes";"no";"no";"yes";"yes";"yes";"yes";3;1;2;1;3;2;2;"15";"15";15
